# ra_deg|dec_deg|mag|bv|bayer|proper_name|constellation
285.1811|55.6583|5.51|0.862|||Dra
285.3223|26.2914|5.69|-0.086|||
285.3599|46.9348|5.00|0.186|||Lyr
285.4201|-5.7391|4.02|1.079|i||Aql
285.6153|-24.8468|5.63|1.232|||
285.6530|-29.8801|2.60|0.062|ζ|Ascella|Sgr
285.7271|-3.6990|5.40|-0.005|g||Aql
285.7659|-19.2457|5.96|1.158|||
285.7787|-42.0951|4.74|-0.027|ζ||CrA
285.8237|-38.2531|5.73|0.328|V0701||CrA
285.8735|-68.7555|5.89|0.553|||
285.8844|1.8188|5.82|0.182|||
285.9898|-51.0186|5.93|1.236|||
286.1044|-31.0471|5.49|0.026|||
286.1708|-21.7415|3.76|1.012|ο|Manubrij|Sgr
286.2299|53.3967|5.40|-0.014|||Dra
286.2403|-4.0314|5.40|1.120|h||Aql
286.2411|31.7441|5.63|1.548|||
286.3525|13.8635|2.99|0.014|ζ|Okab|Aql
286.4216|-15.6604|5.93|-0.015|||
286.5622|-4.8826|3.43|-0.096|λ|Al Thalimain Prior|Aql
286.5831|-52.3409|5.17|0.532|ρ||Tel
286.6046|-37.0634|4.23|0.523|γ||CrA
286.6572|28.6286|5.53|0.296|||
286.6600|24.2508|5.78|0.104|||
286.7172|-16.2293|6.00|-0.025|||
286.7317|-48.2991|5.95|-0.017|||
286.7350|-27.6704|3.32|1.169|τ||Sgr
286.7442|11.0712|5.07|-0.055|||Aql
286.8255|36.1002|5.25|-0.109|ι||Lyr
286.8566|32.5017|5.20|0.367|||Lyr
287.0696|-19.2903|5.56|-0.087|V4024||Sgr
287.0874|-40.4967|4.57|1.070|δ||CrA
287.1075|52.4257|5.88|1.086|V1762||Cyg
287.2496|6.0732|5.23|0.346|||Aql
287.2912|76.5605|5.11|0.308|||Dra
287.3681|-37.9045|4.11|0.042|α|Meridiana|CrA
287.4410|-21.0236|2.88|0.377|π|Albaldah|Sgr
287.4703|-68.4244|5.31|0.901|||
287.4902|-41.8923|5.86|-0.080|||
287.5073|-39.3408|4.10|1.163|β||CrA
287.9191|56.8592|5.13|1.008|||Dra
287.9417|31.2835|5.93|-0.062|||Lyr
288.0210|49.8558|5.85|0.666|Wo9648B||
288.1388|67.6615|3.07|0.990|δ|Altais|Dra
288.1696|-7.9395|5.35|0.094|||Aql
288.3070|-25.9068|5.79|1.387|||
288.3147|-12.2826|5.51|1.442|||
288.4279|2.2937|5.14|-0.071|||Aql
288.4395|39.1460|4.43|-0.150|η|Aladfar|Lyr
288.4798|57.7051|5.00|1.156|||Dra
288.6648|-45.1935|5.91|0.902|||
288.8223|21.2321|5.65|0.121|||Sge
288.8337|15.0837|5.58|1.067|||
288.8536|30.5264|5.88|1.665|||
288.8851|-25.2567|4.86|0.569|ψ|Al Kiladah|Sgr
288.8877|73.3555|4.45|1.257|τ||Dra
289.0543|21.3904|4.76|-0.058|||Vul
289.0906|-45.4660|5.38|1.349|||
289.0921|38.1337|4.35|1.258|θ||Lyr
289.1116|14.5446|5.65|-0.020|||
289.1293|4.8348|5.59|0.101|||Aql
289.2757|53.3685|3.80|0.950|κ|Fawaris|Cyg
289.3010|-66.6610|5.52|0.170|||
289.4087|-18.9529|4.88|1.013|d||Sgr
289.4318|23.0255|5.46|0.020|||Vul
289.4542|11.5954|5.28|0.196|ω1||Aql
289.6354|1.0851|5.10|1.143|||Aql
289.9140|12.3747|5.53|0.265|A||Aql
289.9166|-35.4215|5.59|-0.122|||
290.0668|57.6451|5.91|1.626|||
290.1371|-5.4158|4.98|0.937|f||Aql
290.1487|-0.8922|5.46|-0.041|d||Aql
290.1590|-22.4025|5.59|0.276|||
290.1670|65.7145|4.60|0.033|π|Tais|Dra
290.4182|-17.8472|3.92|0.228|ρ1||Sgr
290.4318|-15.9550|4.52|0.079|υ||Sgr
290.4621|-18.3084|5.84|1.062|ρ2||Sgr
290.5898|-0.2523|5.81|1.093|||
290.6596|-44.4590|3.96|-0.085|β1|Arkab Prior|Sgr
290.7120|26.2624|5.22|-0.119|||Vul
290.7134|-54.4239|5.03|0.020|η||Tel
290.8047|-44.7998|4.27|0.350|β2|Arkab Posterior|Sgr
290.9716|-40.6159|3.96|-0.105|α|Rukbat|Sgr
290.9854|43.3882|5.85|0.924|||
291.0316|29.6213|4.99|-0.120|||Cyg
291.2425|11.9444|5.17|0.761|b||Aql
291.2668|-29.3094|5.91|1.278|||
291.3187|-24.5086|5.02|0.235|χ1||Sgr
291.3400|-13.8971|5.72|1.372|||
291.3692|19.7984|5.14|0.999|||Vul
291.3746|3.1148|3.36|0.319|δ|Almizan|Aql
291.3736|-23.9625|5.45|1.442|χ3||Sgr
291.5380|36.3179|5.17|-0.120|||Cyg
291.5460|-15.0533|5.71|0.007|||
291.5552|20.0977|5.60|-0.006|||Vul
291.5798|-21.7767|5.57|1.228|||Sgr
291.6006|13.0238|5.76|0.456|||
291.6195|19.8915|5.84|1.558|||
291.6295|0.3386|4.64|0.576|ν||Aql
291.7353|-29.7432|5.66|-0.014|||
291.8582|52.3204|5.73|-0.002|||Cyg
291.9505|-54.3253|5.70|1.406|||
292.0867|2.9300|5.84|-0.003|||
292.1764|24.6649|4.44|1.502|α|Anser|Vul
292.2378|24.7687|5.82|1.023|||Vul
292.2541|1.9504|5.79|0.088|c||Aql
292.3423|14.5960|5.57|1.050|||
292.3494|-43.4452|5.70|0.214|||
292.4265|51.7298|3.76|0.148|ι||Cyg
292.4674|-26.9856|5.46|1.120|Wo9657A||
292.6660|-2.7889|5.03|1.770|e||Aql
292.6803|27.9597|3.05|1.088|β1|Albireo|Cyg
292.6891|27.9653|5.12|-0.095|β2||Cyg
292.7957|-68.4339|5.98|1.638|||
292.8305|50.3067|5.55|1.274|||
292.8401|26.6172|5.89|0.915|||
292.9430|34.4530|4.74|-0.150|||Cyg
293.0900|69.6612|4.67|0.786|σ|Alsafi|Dra
293.2243|-53.1856|5.76|0.300|||
293.3401|-45.2717|5.59|-0.020|PW||Tel
293.4234|49.2623|6.00|1.545|V1743||Cyg
293.5223|7.3789|4.45|1.176|μ||Aql
293.5354|-40.0346|5.89|0.105|V4089||Sgr
293.5825|51.2366|5.71|0.475|NSV 24||820
293.6454|19.7734|5.00|-0.093|||Vul
293.6719|42.4125|5.34|0.060|||
293.7122|29.4630|5.39|0.581|||Cyg
293.7802|-10.5604|5.12|1.122|||Aql
293.8041|-48.0992|4.88|1.096|ι||Tel
294.0069|-24.7191|5.64|0.185|h1||Sgr
294.1106|50.2211|4.49|0.395|θ||Cyg
294.1582|44.6949|5.17|0.928|||
294.1768|-24.8836|4.59|-0.075|h2||Sgr
294.1803|-1.2866|4.36|-0.079|ι|Al Thalimain Posterior|Aql
294.2186|11.2732|5.98|0.881|||
294.2227|-7.0275|4.93|-0.046|κ||Aql
294.2639|-18.2311|5.66|1.237|||
294.3225|16.4628|5.67|1.007|ε||Sge
294.3934|-14.3018|5.46|0.501|GJ764.2||
294.4472|-4.6476|5.45|0.429|||Aql
294.6716|54.9738|5.89|0.482|V1143||Cyg
294.7985|5.3978|5.18|-0.001|σ||Aql
294.8442|30.1533|4.68|0.971|φ||Cyg
294.8604|42.8183|5.41|-0.063|||Cyg
295.0241|18.0139|4.39|0.777|α|Sham|Sge
295.0299|-23.4291|5.97|1.038|||
295.1805|-0.6212|5.64|0.123|||Aql
295.1808|-16.2933|5.30|1.109|e1||Sgr
295.2091|45.5249|5.06|0.426|||
295.2622|17.4760|4.39|1.041|β||Sge
295.2730|13.8157|5.98|-0.078|QS||Aql
295.4540|50.5251|5.99|0.643|c||Cyg
295.6297|-16.1240|5.06|0.319|e2||Sgr
295.6417|11.8266|5.28|0.575|χ||Aql
295.6859|32.4267|5.93|0.118|||
295.8897|-15.4701|5.49|0.460|Wo9666||
295.9289|25.7719|5.50|0.939|||Vul
295.9379|41.7731|5.86|1.598|||
296.0692|37.3544|4.89|0.948|||Cyg
296.0767|69.3371|5.90|0.072|||
296.2437|45.1308|2.86|-0.002|δ|Fawaris|Cyg
296.4164|7.6132|5.89|0.180|υ||Aql
296.5051|-31.9086|5.51|0.024|||
296.5649|10.6133|2.72|1.507|γ|Tarazed|Aql
296.5906|-19.7611|4.87|1.061|f||Sgr
296.6067|33.7276|5.00|0.476|||Cyg
296.8469|18.5343|3.68|1.313|δ||Sge
296.8657|38.4076|5.83|-0.087|||
296.9523|25.3841|6.00|0.993|||
297.0050|-56.3626|5.33|0.196|ν||Tel
297.0431|70.2679|3.84|0.888|ε|Tyl|Dra
297.1752|11.8159|5.75|0.546|π||Aql
297.2444|19.1420|5.01|0.095|ζ||Sge
297.2592|-10.8708|6.00|1.233|||
297.3554|-72.5034|5.39|0.234|||
297.5586|-47.5574|5.91|1.678|||
297.6416|38.7224|5.18|1.665|||Cyg
297.6555|40.5998|5.68|-0.058|V0380||Cyg
297.6572|52.9880|5.03|1.286|d||Cyg
297.6867|-59.1937|5.41|0.082|||
297.6958|8.8683|0.76|0.221|α|Altair|Aql
297.6949|-10.7635|5.38|0.402|||Aql
297.7568|10.4157|5.12|0.563|ο||Aql
297.7671|22.6100|4.90|-0.153|||Vul
297.9609|-39.8744|5.32|-0.045|V3961||Sgr
297.9961|47.0273|5.60|-0.078|||
298.0066|24.9922|5.54|0.680|||
298.0299|47.9318|5.91|-0.174|||
298.0500|-19.0450|5.88|0.979|||Sgr
298.1182|1.0057|3.87|0.630|η|Tarazed|Aql
298.1572|-54.9710|5.76|0.915|||
298.3224|57.5235|5.14|-0.125|||Cyg
298.3281|-3.1145|5.63|0.231|V1291||Aql
298.3654|24.0796|4.57|-0.047|||Vul
298.5345|-8.5742|5.76|1.664|||Aql
298.5620|8.4615|4.71|1.023|ξ|Libertas|Aql
298.6295|24.3194|5.56|-0.018|||
298.6569|-8.2273|5.70|-0.079|||Aql
298.6867|0.2736|5.60|0.098|||Aql
298.7010|36.9957|5.79|0.773|||
298.8154|-41.8683|4.12|1.063|ι||Sgr
298.8283|6.4068|3.71|0.855|β|Alshain|Aql
298.9074|52.4389|4.91|0.124|ψ||Cyg
298.9598|-26.2995|4.70|0.748|ω|Terebellum|Sgr
298.9657|38.4867|4.95|-0.086|||Cyg
298.9807|58.8460|4.98|1.584|||
299.0053|16.6348|5.71|0.903|||Sge
299.0594|11.4237|5.28|0.014|φ||Aql
299.0765|35.0834|3.89|1.019|η||Cyg
299.2368|-27.1699|4.54|1.462|b1|Terebellum|Sgr
299.2763|-58.9014|5.24|0.014|||
299.3078|40.3678|5.46|-0.090|||
299.4394|16.7892|5.54|-0.048|||Sge
299.4876|-15.4915|5.01|0.055|g||Sgr
299.6583|30.9837|5.51|-0.060|||
299.6720|-69.1640|5.74|0.224|||
299.6893|19.4921|3.51|1.571|γ||Sge
299.7383|-26.1958|4.84|0.882|A|Terebellum|Sgr
299.7939|23.1013|5.68|0.345|||Vul
299.8351|45.7725|5.92|0.185|||
299.9341|-35.2763|4.37|-0.150|θ1||Sgr
299.9473|-9.9582|5.87|0.598|GJ773.3||
299.9640|-34.6978|5.30|0.170|θ2||Sgr
299.9800|37.0429|5.15|-0.133|||Cyg
300.0138|17.5165|5.33|1.576|||Sge
300.0664|-37.7017|5.95|0.989|||
300.0844|-33.7035|5.65|0.498|GJ773.4||
300.0963|-66.9494|5.75|1.033|μ1||Pav
300.1481|-72.9105|3.97|-0.032|ε||Pav
300.2014|-45.1129|5.80|0.295|||
300.2457|8.5577|5.90|1.529|||
300.2752|27.7536|4.66|0.184|||Vul
300.3398|50.1047|5.06|1.122|e||Cyg
300.3689|64.8210|5.22|1.598|e||Dra
300.4364|-59.3759|4.95|1.356|NU||Pav
300.4363|24.8004|5.88|-0.134|||
300.4686|-66.9440|5.32|1.218|μ2||Pav
300.4942|-13.6372|5.69|0.079|||Sgr
300.5060|24.9380|5.23|0.374|||Vul
300.6645|-27.7098|4.43|1.640|c|Terebellum|Sgr
300.7045|67.8736|4.51|1.313|ρ||Dra
300.8183|18.5010|5.99|1.420|||
300.8751|16.0313|5.73|-0.095|||Sge
300.8894|-37.9407|4.77|1.417|||
300.9059|29.8968|5.73|0.749|GJ777A||
301.0259|17.0702|5.80|0.600|||Sge
301.0346|7.2780|5.51|1.063|τ||Aql
301.0816|-32.0563|4.99|1.208|||
301.0965|-0.7093|5.67|1.301|||Aql
301.1507|32.2186|5.62|0.760|V1768||Cyg
301.2896|19.9911|5.09|1.058|η||Sge
301.3870|61.9954|5.40|1.191|||Dra
301.5577|53.1657|5.81|0.445|||
301.5907|35.9725|5.38|0.850|b1||Cyg
301.7225|23.6144|5.08|-0.162|||Vul
301.8465|-52.8808|4.93|1.591|ξ||Tel
302.0076|-0.6782|5.97|1.023|||Aql
302.1817|-66.1821|3.55|0.751|δ||Pav
302.2223|77.7114|4.38|-0.046|κ|Al Aghnam|Cep
302.3567|36.8396|4.93|-0.139|b2||Cyg
302.6397|26.9042|5.51|0.087|||Vul
302.7997|-36.1012|5.32|0.868|GJ783A||
302.8262|-0.8215|3.24|-0.066|θ||Aql
302.8955|62.0785|5.70|0.530|||Dra
302.9499|26.8090|5.51|1.397|||Vul
303.0029|26.4788|5.91|-0.107|||Vul
303.1078|-12.6175|5.84|0.476|ξ||Cap
303.3078|-1.0093|5.44|1.430|||Aql
303.3252|46.8157|4.80|0.100|||Cyg
303.3494|56.5677|4.28|0.114|||Cyg
303.3651|60.6406|5.81|1.476|||
303.4079|46.7413|3.80|1.270|ο1||Cyg
303.5605|28.6948|5.19|0.191|||Vul
303.5692|15.1976|4.94|0.072|ρ||Aql
303.5793|-52.4458|5.65|1.497|||
303.6335|36.8063|4.93|0.151|b3||Cyg
303.8162|25.5920|4.79|-0.181|QR||Vul
303.8225|-27.0330|5.73|0.878|GJ785||
303.8490|33.7291|5.70|0.926|||
303.8680|47.7142|3.96|1.451|ο2||Cyg
303.8760|23.5089|5.18|1.016|||Vul
303.9422|27.8142|4.50|1.258|||Vul
304.0026|45.5795|5.87|0.447|||
304.1962|24.6711|5.30|0.951|||Vul
304.2304|40.3651|5.27|1.650|||
304.3805|66.8537|5.91|0.602|GJ788||
304.4120|-12.5082|4.30|0.928|α1|Prima Giedi|Cap
304.4467|38.0329|4.77|0.377|P|Revenant of the Swan|Cyg
304.5058|-21.8100|5.86|1.002|||Cap
304.5136|-12.5449|3.58|0.883|α2|Algedi|Cap
304.5291|40.7321|5.83|0.073|||
304.6031|55.3971|5.76|0.118|||
304.6194|36.9998|5.58|0.056|||Cyg
304.6628|34.9828|5.14|0.660|||Cyg
304.8484|-19.1185|5.28|1.394|σ||Cap
304.9030|62.2575|5.71|-0.043|||Dra
305.0008|13.5481|5.96|0.299|||
305.0251|68.8803|5.59|1.472|||
305.0892|17.7929|5.82|1.500|||
305.1659|-12.7591|4.77|-0.047|ν|Alshat|Cap
305.2528|-14.7814|3.05|0.790|β|Dabih|Cap
305.2980|63.9801|5.69|1.561|||
305.5143|24.4461|5.50|-0.090|||Vul
305.5224|45.7950|5.58|1.077|||
305.5571|40.2567|2.23|0.673|γ|Sadr|Cyg
305.6146|-42.0495|5.60|0.002|κ1||Sgr
305.6887|41.0260|5.95|1.632|||
305.7946|5.3430|5.30|0.983|||
305.9349|37.4764|5.87|-0.173|||
305.9651|32.1902|4.43|1.331|||Cyg
305.9716|-42.4229|5.64|0.201|κ2||Sgr
306.3618|-28.6633|5.86|1.101|||
306.4119|-56.7351|1.94|-0.118|α|Peacock|Pav
306.4189|21.4096|5.68|0.921|||
306.7594|49.3834|5.73|0.339|||Cyg
306.8300|-18.2117|5.08|-0.049|π|Okul|Cap
306.8927|38.4403|5.63|0.072|||Cyg
307.0608|81.4227|5.38|1.010|||Dra
307.2151|-17.8137|4.77|0.386|ρ||Cap
307.3350|36.4547|5.90|0.407|||Cyg
307.3489|30.3686|4.01|0.404|||Cyg
307.3649|81.0913|5.96|0.942|||Dra
307.3630|56.0682|5.89|-0.052|||
307.3954|62.9941|4.21|0.199|θ|Al Kidr|Cep
307.4125|-2.8855|4.91|1.160|||Aql
307.4746|-18.5832|5.94|0.062|ο||Cap
307.5148|48.9516|4.94|-0.087|ω1|Ruchba|Cyg
307.8284|49.2203|5.44|1.566|ω2|Ruchba|Cyg
307.8767|74.9546|5.18|0.100|||Dra
308.0987|-9.8534|5.66|0.689|||
308.3032|11.3033|4.03|-0.123|ε|Aldulfin|Del
308.3235|-80.9649|5.76|1.122|||
308.4758|35.2509|4.61|1.593|||Cyg
308.4785|46.6939|5.78|-0.140|V2015||Cyg
308.4795|-44.5160|5.12|0.999|ν||Mic
308.4877|13.0273|5.39|0.093|η||Del
308.8272|14.6742|4.64|0.120|ζ||Del
308.8952|-60.5817|4.75|0.291|φ1||Pav
309.1818|-2.5500|4.91|1.606|||Aql
309.2695|26.4619|5.59|-0.050|||Vul
309.3873|14.5951|3.64|0.425|β|Rotanev|Del
309.3918|-47.2915|3.11|0.998|α|Persian|Ind
309.3971|-61.5299|4.86|0.447|ρ||Pav
309.4547|11.3777|5.42|0.050|ι||Del
309.5775|-81.2891|5.89|1.692|||
309.5845|-1.1051|4.31|0.949|l||Aql
309.6306|21.2012|4.81|-0.030|||Vul
309.6330|24.1160|5.06|-0.133|||Vul
309.6458|23.6805|5.91|0.953|||
309.6833|13.3151|5.69|1.509|θ||Del
309.7480|30.3343|5.68|1.088|||
309.7707|15.8382|5.99|-0.145|||
309.7824|10.0862|5.07|0.702|κ||Del
309.8180|-14.9548|5.24|-0.129|τ||Cap
309.8537|0.4864|5.15|1.060|||Aqr
309.9095|15.9121|3.77|-0.057|α|Sualocin|Del
310.0110|-60.5489|5.11|0.544|φ2||Pav
310.0123|-18.1387|5.15|1.647|υ||Cap
310.0132|43.4589|5.97|1.186|||
310.0826|-33.4318|5.47|1.118|||
310.1355|-16.1242|5.79|0.997|||
310.2606|32.3073|5.53|0.871|||Cyg
310.3486|-31.5983|5.75|1.551|||
310.3580|45.2803|1.25|0.092|α|Deneb|Cyg
310.4854|41.7169|5.68|-0.107|||
310.4878|-66.7607|5.14|-0.061|υ||Pav
310.5124|-76.1806|5.99|0.450|μ1||Oct
310.5526|50.3400|5.41|-0.107|||Cyg
310.6468|82.5312|5.75|0.000|||Dra
310.7959|66.6574|5.59|0.218|||Cep
310.8647|15.0746|4.43|0.302|δ|Al Ukud|Del
311.0097|-51.9210|4.51|0.278|η||Ind
311.0919|56.4884|5.91|1.643|V0414||Cep
311.2188|25.2706|4.92|1.183|||Vul
311.2396|-66.2032|3.42|0.163|β||Pav
311.3224|61.8388|3.41|0.912|η|Kabalfird|Cep
311.3380|57.5797|4.52|0.535|υ1||Cep
311.4156|30.7197|4.22|1.051|||Cyg
311.5239|-25.2709|4.13|0.426|ψ|Wei|Cap
311.5416|-21.5140|5.91|0.066|||Cap
311.5528|33.9703|2.48|1.021|ε|Aljanah|Cyg
311.5836|-39.1993|5.48|-0.078|||
311.6619|16.1241|5.15|0.495|γ1||Del
311.6646|16.1243|4.27|1.042|γ2|Al Salib|Del
311.7948|34.3741|4.93|1.294|T||Cyg
311.8522|36.4907|4.53|-0.083|λ||Cyg
311.8894|80.5523|5.36|1.144|||
311.9190|-9.4958|3.78|0.000|ε|Albali|Aqr
311.9343|-5.0277|4.43|1.639|k||Aqr
311.9514|6.0082|5.57|-0.010|||Del
311.9554|47.8319|5.60|1.466|||
312.1214|-43.9885|5.11|0.361|ι||Mic
312.2345|46.1141|4.81|0.571|||Cyg
312.3234|-25.7812|5.86|-0.069|||
312.3257|-68.7765|5.41|1.122|σ||Pav
312.3707|-46.2268|4.90|1.494|ζ||Ind
312.4920|-33.7797|4.89|1.004|α||Mic
312.5205|44.0593|5.06|0.198|||Cyg
312.6741|-12.5449|5.87|1.075|||
312.7532|-37.9133|5.52|1.380|||
312.8573|-5.6266|5.99|0.464|||Aqr
312.8677|28.2505|5.66|0.616|T||Vul
312.8752|-51.6082|5.06|1.125|ι||Ind
312.9104|-62.4293|5.67|0.203|||
312.9554|-26.9191|4.12|1.633|ω||Cap
313.0320|27.0970|4.56|0.835|||Vul
313.0362|-5.5071|5.55|-0.076|||Aqr
313.1635|-8.9833|4.73|0.325|μ|Albulan|Aqr
313.3115|44.3873|4.80|-0.134|||Cyg
313.3274|45.1817|5.48|1.088|||
313.4174|-39.8099|5.34|1.318|||
313.4746|33.4379|5.47|1.522|||
313.6402|28.0576|5.03|1.481|||Vul
313.6848|75.9256|5.99|0.946|||
313.6992|-17.9229|5.78|1.122|||Cap
313.7025|-58.4542|3.67|1.250|β||Ind
313.9029|13.7215|5.19|1.119|||Del
313.9107|12.5686|5.54|0.131|||Del
313.9575|47.4177|5.68|0.408|||
314.1062|50.7286|5.83|0.337|||
314.1079|49.1958|5.92|1.054|||
314.1449|44.9247|5.96|0.020|||
314.1972|-26.2964|5.70|0.507|GJ811||
314.2251|-9.6975|5.49|1.474|||Aqr
314.2934|41.1671|3.94|0.027|ν||Cyg
314.4194|-16.0315|5.89|0.180|||
314.5681|22.3259|5.30|1.419|||Vul
314.5811|44.4717|5.55|0.973|||
314.6081|10.8393|5.51|0.934||Musica|Del
314.6251|50.4618|5.59|-0.144|||
314.6743|-14.4831|5.95|0.244|DV||Aqr
314.7687|4.2935|5.30|0.464|ε||Equ
314.7713|4.2946|5.24|0.457|||
314.8558|59.4386|5.54|1.411|||
314.9565|47.5210|4.74|-0.084|f1||Cyg
315.0166|7.5162|5.98|0.283|||
315.0895|-51.2653|5.76|0.480|||
315.1154|19.3296|5.69|1.588|||
315.2955|46.1558|5.38|-0.206|||Cyg
315.3228|-32.2578|4.67|0.890|γ||Mic
315.5375|56.6696|5.83|-0.058|||
315.6132|-38.5310|5.93|1.106|||
315.7415|-38.6314|5.32|0.424|ζ||Mic
315.9484|53.2859|5.93|1.001|||
316.0197|-5.8231|5.53|0.683|||Aqr
316.1013|-19.8550|4.82|0.169|η|Arm|Cap
316.1444|5.5029|5.63|1.650|||Equ
316.1794|-77.0238|5.13|0.490|α||Oct
316.2328|43.9279|3.72|1.609|ξ||Cyg
316.3094|-54.7270|5.17|1.201|μ||Ind
316.3613|5.9582|5.94|0.538|||Equ
316.3719|78.1264|5.91|-0.065|||Dra
316.4868|-17.2329|4.08|-0.010|θ||Cap
316.5048|-30.1251|5.69|1.047|δ||Mic
316.5971|71.4318|5.88|0.386|||
316.6028|-32.3416|5.20|1.104|||PsA
316.6063|-41.3860|5.55|1.350|η||Mic
316.6260|31.1847|5.77|0.554|DT||Cyg
316.6504|47.6484|4.56|1.569|f2||Cyg
316.7248|38.7494|5.20|1.069|||Cyg
316.7819|-25.0059|4.49|1.604|A||Cap
317.1362|-63.9283|5.75|1.180|||
317.1401|-21.1937|5.30|0.000|χ||Cap
317.1620|30.2056|5.60|-0.048|V0389||Cyg
317.1952|-88.9565|5.45|0.283|σ|Polaris Australis|Oct
317.3435|-73.1730|5.67|0.590|GJ818.1A||
317.3985|-11.3717|4.50|0.926|ν|Albulaan|Aqr
317.5649|53.5631|5.75|-0.111|||
317.5854|10.1316|4.70|0.262|γ||Equ
317.9510|59.9866|5.64|0.110|||
318.0571|-40.2694|5.83|0.450|NSV 25||506
318.2341|30.2269|3.21|0.990|ζ||Cyg
318.2628|-39.4249|5.25|0.460|||
318.3222|-27.6193|5.41|1.425|||PsA
318.3290|-36.4235|5.97|0.967|||
318.3355|-70.1263|5.06|1.578|ο||Pav
318.6201|10.0070|4.47|0.529|δ||Equ
318.6979|38.0453|3.74|0.393|τ||Cyg
318.9079|-20.6517|5.17|1.161|φ||Cap
318.9269|77.0123|5.92|1.531|||
318.9368|-15.1715|5.31|1.639|||Cap
318.9411|-53.2631|5.73|0.191|||
318.9560|5.2478|3.92|0.549|α|Kitalpha|Equ
319.3094|55.7980|6.00|1.447|||
319.3540|39.3947|4.22|0.098|σ||Cyg
319.4795|34.8969|4.41|-0.103|υ||Cyg
319.4845|-32.1725|4.71|0.070|ε||Mic
319.4887|-17.9851|5.40|-0.118|||Cap
319.5461|-4.5195|5.83|-0.130|||Aqr
319.6133|43.9459|5.04|-0.061|A||Cyg
319.6449|62.5856|2.45|0.257|α|Alderamin|Cep
319.7168|11.2034|5.97|1.612|||
319.8154|58.6235|5.51|1.114|V0381||Cep
319.8426|64.8719|5.19|-0.045|||Cep
319.8424|38.2375|5.89|0.505|V1334||Cyg
319.8698|49.5103|5.75|-0.119|||
319.9666|-53.4494|4.39|0.191|θ||Ind
320.1902|-40.8095|4.80|0.029|θ1||Mic
320.2683|23.8560|5.58|1.057|||Vul
320.2680|-4.5601|5.87|0.912|||Aqr
320.2701|7.3545|5.81|1.663|||Equ
320.5017|49.3888|5.68|1.100|||
320.5217|19.8045|4.08|1.108|||Peg
320.5617|-16.8345|4.28|0.888|ι||Cap
320.7234|6.8111|5.16|0.064|β||Equ
320.7344|-9.3193|5.99|1.516|||Aqr
320.7521|-22.6690|5.63|1.641|||
320.9951|24.2741|5.70|0.314|||
321.0400|-20.8519|5.38|1.176|||Cap
321.0479|-12.8781|5.48|0.297|||Aqr
321.1034|-41.0067|5.76|-0.036|θ2||Mic
321.1417|26.1746|5.67|0.323|||
321.2065|80.5248|5.97|0.950|||
321.3043|-9.7486|5.71|0.208|||Aqr
321.3207|-3.5567|5.48|1.451|||Aqr
321.3315|46.7143|5.59|0.335|||
321.4459|36.6674|5.93|0.033|||Cyg
321.5953|-37.8294|5.64|1.185|||
321.6109|-65.3662|4.21|0.494|γ||Pav
321.6668|-22.4113|3.77|1.002|ζ|Yen|Cap
321.7151|48.8352|5.29|0.108|||
321.7568|-42.5479|5.50|0.392|||
321.8117|-21.1962|5.78|1.440|||Cap
321.8390|37.1168|5.30|-0.140|||Cyg
321.9169|27.6086|5.39|0.049|||Vul
321.9423|66.8091|5.42|-0.099|||Cep
322.0344|32.2253|5.75|0.333|||
322.1650|70.5607|3.23|-0.201|β|Alfirk|Cep
322.1808|-21.8072|4.50|0.889|b||Cap
322.1872|-69.5054|5.47|1.553|SX||Pav
322.2491|22.1794|5.84|1.370|NV||Peg
322.3623|46.5406|5.22|0.965|g||Cyg
322.4871|23.6388|4.52|1.618|||Peg
322.7470|60.4594|5.53|0.102|||
322.8897|-5.5712|2.90|0.828|β|Sadalsuud|Aqr
323.0245|-41.1793|5.29|1.109|ξ||Gru
323.0607|-33.9446|5.97|0.051|||PsA
323.2358|49.9776|5.77|-0.042|||
323.3480|-44.8487|5.57|1.044|||
323.4952|45.5918|3.98|0.885|ρ||Cyg
323.6940|38.5341|4.87|1.085|||Cyg
323.7127|-20.0843|5.70|0.423|||Cap
323.8234|-3.9833|5.79|1.110|||
324.0104|45.3746|5.96|1.341|W||Cyg
324.0457|-26.1715|5.73|0.234|||PsA
324.2374|40.4135|5.04|0.198|||Cyg
324.2701|-19.4660|4.51|-0.180|ε|Kastra|Cap
324.4380|-7.8542|4.68|0.175|ξ|Bunda|Aqr
324.4393|19.3186|5.46|0.321|||Peg
324.4801|62.0819|4.76|0.246|||Cep
324.6331|5.7717|5.66|0.265|||Peg
324.7401|57.4890|5.74|0.200|||
324.7550|20.2655|5.77|0.314|NZ||Peg
324.8886|2.2436|5.10|1.034|d||Aqr
325.0227|-16.6623|3.69|0.320|γ|Nashira|Cap
325.0463|43.2738|5.09|1.601|||Cyg
325.3694|-77.3900|3.73|1.008|ν||Oct
325.3869|-14.0476|5.16|0.672|||Cap
325.4804|71.3114|4.55|1.108|||Cep
325.5029|-23.2629|5.24|0.991|||Cap
325.5045|35.5102|5.98|2.500|V0460||Cyg
325.5236|51.1896|4.69|-0.119|π1|Azelfafage|Cyg
325.5421|1.2853|5.66|1.446|||Aqr
325.5644|5.6801|5.30|1.653|||Peg
325.5957|41.0770|5.73|0.055|||Cyg
325.6646|-18.8663|4.72|0.868|κ||Cap
